date,tokens
2020-07-08,voter advise take public transport walk poll station pap chan chun sing say leaked audio clip take context circulate illintent amazon invest u million fresh fund india unit coe price close higher first bidding exercise since suspension tune pap mudslinging personal attack say sdp chee soon juan voter pap responds concern ground lay key measure navigate outbreak singapore report new case community infection maid charge murder woman recreation road home day campaign trail mediacorp air final constituency political broadcast wednesday maid jail throw dog balcony animal badly injured put picture campaign trail amid outbreak good job new industry available singaporean say pm lee location add list place visit case infectious facebook remove critical spectator admin account violate policy need credible opposition party parliament speak worker say wp pritam singh police confirm report lodge pap statement wp candidate raeesah khan offence find police investigate man damage psp election poster jurong west yuhua broadcast pap underline party value sdp call costeffective solution body recover search rescue operation water near tuas others miss yio chu kang broadcast pap focus elderly support psp call compassionate government west coast broadcast pap reiterate commitment resident psp stress need groundup solution psp tan cheng bock urge voter pick mp ask right question prevent sterile parliament tanjong pagar broadcast pap sketch home heart psp call systemic reform tampines broadcast pap highlight help job sustainability agenda nsp outline improvement plan vendor fin illegally import fresh vegetable malaysia singapore report new case include man die cardiorespiratory failure singapore voter take public transport walk poll station friday jul police say wednesday parking allow within premise poll station locate school community centre police say security advisory parking singapore people action party pap chan chun sing say wednesday jul leaked audio clip conversation speaking circulate illintent mr chan say clip truncate take context facebook post mr chan say bengaluru amazoncom invest billion rupee u million amazon seller service indian unit strengthen business time people shop online bid avoid crowded public place amazon singapore make significant portion financing data singapore certificate entitlement coe premium close high wednesday jul first bidding exercise since suspend restriction category car horsepower exceed premium close singapore singapore democratic party sdp secretarygeneral chee soon juan ask voter pay attention mudslinging party head final day campaign wednesday jul speaking medium outside fajar shopping centre one stop singapore people action party pap hold press conference wednesday morning jul last day campaign general election member lay key economic social measure mean help singaporean navigate outbreak three pap singapore singapore report new case noon wednesday jul include nine community infection ministry health moh say preliminary report take total number case singapore four singaporean permanent resident singapore foreign domestic worker charge wednesday jul murder woman myanmar national sandar htoo accuse murder madam ang pek chai residential unit recreation road near upper serangoon road monday singapore final day campaign election candidate full force last chance garner support cool day thursday jul follow coverage general election unfold liveblog bookmark comprehensive singapore mediacorp air final five constituency political broadcast cpbs general election wednesday jul broadcast air channel cnaasia cna youtube cna facebook today constituency participate wednesday singapore foreign domestic worker jail four week wednesday jul throw dog balcony cause injury make necessary animal put indonesian giyanti wulandari plead guilty one charge cause unnecessary pain suffering singapore nine day campaign singapore general election wrap wednesday jul candidate improvise outreach effort adhere safedistancing guideline amid pandemic go usual handshake large rally instead candidate singapore new good job available singaporean come new industry say prime minister lee hsien loong wednesday jul mr lee speaking live online session moderate senior minister state dr janil puthucheary people action party singapore three location add list public place visit case infectious period say ministry health moh daily update wednesday jul new location include restaurant supermarket singtel store visit singapore facebook remove user account administer critical spectator page violate company policy response cna query spokesperson facebook confirm wednesday jul take action several account page singapore give retrenchment likely pick amid economic downturn cause pandemic important credible opposition party speak worker parliament say worker party wp chief pritam singh wednesday jul long run singapore police report lodge content people action party pap statement worker party wp candidate raeesah khan singapore police force spf confirm wednesday jul however offence find consultation attorney singapore police investigate singaporean man allegedly damage progress singapore party psp election poster around jurong west street police receive report wednesday jul psp poster damage say singapore police singapore constituency political broadcast yuhua smc wednesday jul people action party pap candidate grace fu emphasise party value integrity fairness singapore democratic party sdp candidate robin low speak need find cost singapore body recover police coast guard wednesday jul search rescue operation near tuas maritime port authority mpa say press release inform malaysian authority tuesday three individual fall singapore candidate people action party pap progress singapore party psp deliver constituency political broadcast new yio chu kang smc wednesday jul mr yip hon weng pap speak first english mandarin follow psp kayla singapore people action party pap progress singapore party psp deliver constituency political broadcast west coast grc wednesday jul speech contest team outline saw way forward meet challenge bring singapore last day campaign general election progress singapore party secretarygeneral tan cheng bock urge voter pick member parliament mp ask right question ensure government transparent less sterile speaking singapore people action party pap lay initiative tanjong pagar grc resident progress singapore party psp outline idea reform constituency political broadcast group representation constituency wednesday jul incumbent singapore people action party pap national solidarity party nsp deliver constituency political broadcast tampines grc wednesday jul pap incumbent fivemember team speak first senior minister state trade industry koh poh koon mr singapore vegetable vendor fin wednesday jul illegally import fresh vegetable malaysia chan poh seng licensee chye soon vegetable trader catch december last year officer singapore food agency sfa detect underdeclared singapore singapore report new case noon wednesday jul include singaporean man find unresponsive home man identify case die tuesday find unresponsive home take sengkang general hospital
2020-07-09,mosque bedok north visit case muis coolingoff day kick singapore report community case among new infection around location add list place visit case infectious every vote count friday critical election say pm lee truly united singapore need parliament reflect view say psp tan cheng bock envision singapore tangible achievement intangible ideal say wp sylvia lim sdp highlight policy paper comprehensive town council plan party broadcast critical election singapore set poll day additional safety measure people voice want bring accountability transparency parliament say lim tean nsp pledge serve fulltime mp elect say party chief broadcast vote way visibly record frustration say reform party kenneth jeyaretnam singapore confirmed case visit mosque bedok north even prayer say islamic religious council singapore muis thursday jul ministry health moh notify masjid alansar tuesday person visit mosque eight time jun singapore campaign activity allow thursday jul coolingoff day kick nine day election campaign campaign silence period fall eve poll day aim let voter reflect rationally various issue raise singapore singapore report new infection noon thursday jul include community infection ministry health moh say preliminary update take total number case country four singaporean permanent resident singapore around location add list place visit case community infectious period ministry health say daily update thursday jul location include driving centre mall food beverage outlet visit singapore every vote count singapore head poll friday jul prime minister lee hsien loong say call ballot critical election amid crisis generation pap best alone mr lee pap secretary singapore truly united singapore would mean parliament reflect view say progress singapore party psp secretarygeneral tan cheng bock party political broadcast thursday jul speak day ahead poll day dr tan say general election singapore besides tangible achievement worker party wp believe singapore need positive change intangible aspect party chair sylvia lim say thursday jul singaporean proud country tangible achievement even opposition party give singapore party political broadcast air thursday jul singapore democratic party sdp highlight policy paper issue housing healthcare call election critical one future child grandchild speak behalf singapore day ahead poll day friday jul place across country prepare become poll station million singaporean expect head poll world currently battle coronavirus pandemic year poll station singapore people voice pv aim bring accountability transparency firmly parliament party chief lim tean say televised party political broadcast thursday jul mr lim note year general election call early ruling people action singapore candidate national solidarity party nsp would serve fulltime member parliament mp elect say secretarygeneral spencer ng party political broadcast thursday jul speech mr ng also say voter would get nsp mp singapore reform party rp thursday jul call singaporean vote way visibly record frustration rp secretarygeneral kenneth jeyaretnam say party political broadcast fight bad economic crisis since independence
2020-07-10,live singapore voter head ballot box poll day watch live cna result special eld aware serious allegation poll agent tell voter vote singapore report new infection case community eld apologises poll station queue say glove requirement contribute long wait time claim selfinking pen stamp properly categorically untrue say eld voter face long usual queue poll station young people advise stick time band pap clear mandate popular vote share high hoped pm lee worker party candidate need keep foot firmly ground say pritam singh pap retain marine parade grc vote worker party retain aljunied grc wide margin pap worker party retain hougang smc vote pap win west coast grc vote tan cheng bock team pap murali pillai win bukit batok sdp chee soon juan pm lee team win ang mo kio grc vote pap retain east coast grc vote pap win jalan besar grc vote people voice pap sitoh yih pin retain potong pasir smc vote pap liang eng hwa win bukit panjang vote sdp paul tambyah marina bay sand nex among location add list place visit case infectious opposition party raise concern regard extension voting hour poll close sample count begin shortly change poll counting procedure despite extension say eld voting hour extend small number poll station continue see long queue say eld watch live cna result special singapore nine day campaign amid unprecedented challenge singaporean head ballot box polling day get way friday jul election season like candidate voter alike seek navigate safety measure singapore poll singapore general election close total seat contest constituency include five new one last election saw people action party win seat per cent popular vote watch cna live singapore election department eld say friday jul aware online posting voter allege polling agent assist mother tell vote serious allegation eld say urge voter come forward specific singapore singapore report new infection noon friday jul include case community say ministry health moh preliminary update seven singaporean permanent resident among new community case nine work pas holder singapore election department eld apologise voter long queue polling station friday morning jul add away requirement wear disposable glove contribute long wait time eld would like apologise voter singapore false information circulate online selfinking pen provide voter general election stamp properly categorically untrue election department eld say friday jul eld say aware false information circulate online instant singapore voter face longer usual queue polling station morning election department eld say long line see several polling centre across singapore friday jul partly due additional safety measure put place ensure singapore people action party pap clear mandate percentage popular vote high prime minister lee hsien loong hop say follow result general election ge pap win seat parliament per cent singapore worker party candidate need keep foot firmly ground poll result saw take second group representation constituency party chief leader opposition pritam singh say saturday jul indeed grateful voter singapore people action party pap team retain stronghold marine parade grc per cent valid vote worker party wp garner per cent vote increase share vote general election group representation singapore worker party wp retain aljunied grc per cent vote per cent garner people action party pap wp team get vote versus pap vote reject vote wp margin victory time singapore worker party wp dennis tan win stronghold hougang single member constituency smc beat people action party pap lee hong chuang per cent valid vote mr lee garner per cent vote per cent garner singapore people action party pap team lead mr iswaran defeat dr tan cheng bock team progress singapore party psp west coast grc pap capture five seat per cent total valid vote psp garner per cent mr iswaran singapore people action party pap murali pillai win bukit batok smc per cent vote singapore democratic party sdp chee soon juan get per cent valid vote two candidate face byelection mr murali win singapore people action party pap team lead prime minister lee hsien loong win ang mo kio grc per cent vote cast opponent reform party rp get per cent vote pap team vote share low per cent garner singapore people action party pap hold east coast grc general election win per cent vote worker party wp team get per cent vote cast live singapore voter head ballot box polling day lead deputy prime singapore people action party pap win jalan besar grc per cent vote people voice garner per cent fourmember pap team lead manpower minister josephine teo also comprise senior minister state defence heng chee ms denise singapore people action party pap sitoh yih pin retain potong pasir seat per cent vote per cent garner singapore people party spp jose raymond mr sitoh get vote mr raymond vote reject ballot singapore people action party pap liang eng hwa edge dr paul tambyah singapore democratic party sdp single seat bukit panjang mr liang clinch per cent valid vote sdp chairman garner per cent mr liang move singapore twelve location add list place visit case community infectious period ministry health moh say daily update friday jul location include mall food beverage outlet hair salon visit singapore opposition party raise concern extension vote hour polling day follow decision move close poll progress singapore party psp say lastminute call extension polling hour highly irregular singapore polling close friday jul sample count help prevent speculation misinformation start shortly sample count perform start counting process give early indication possible electoral outcome electoral division singapore change polling counting procedure despite extension vote hour election department eld say friday jul eld earlier announce extension vote hour cater long queue small number polling station singapore vote hour polling station singapore extend voter cast vote say election department eld friday jul vote singapore general election originally schedule end exercise power http wwwyoutubecomwatch singapore poll singapore general election close vote hour extend two hour accommodate voter queue situation across polling station improve small number continue see long queue
2020-07-11,singapore report new infection include community case pm lee congratulate wp strong performance say look forward contribution debate parliament pap win vote wp claim two grcs include new sengkang grc worker party win new sengkang grc vote tang plaza bugis junction ica building add list place visit case infectious student jurong west secondary contract case link another student school moe clear message send voter soul searching reflection need shanmugam pap ng chee meng congratulate wp sengkang team election win singapore singapore report new infection noon saturday jul include case community say ministry health moh seven singaporean permanent resident among community case along work pas holder saturday community case singapore prime minister lee hsien loong saturday jul congratulate worker party call strong performance hour wp claim two group representation constituency grcs poll first time opposition party wp team dr singapore people action party pap clinch per cent vote year general election swing opposition saw worker party wp make inroad parliament claim second group representation constituency grc poll hold amid singapore worker party wp win new sengkang grc per cent vote per cent people action party pap wp team comprise ting ru dr jamus lim raeesah khan mr louis chua edge pap slate comprise minister singapore twentyone new location include several mall add list place visit case community infectious period accord ministry health saturday jul location include ocbc bank branch city square mall singapore girl jurong west secondary school test positive link previous case school say ministry education moe saturday jul girl secondary student among new community case announce singapore clearly message vote swing towards opposition year general election people action party pap must seek understand say law home affair minister k shanmugam saturday jul mr shanmugam lead fivemember people singapore leader defeated people action party pap team sengkang grc ng chee meng saturday jul congratulate worker party wp opponent victory general election mr ng labour chief head pap team include political office
2020-07-12,opposition vote swing show people look beyond bread butter issue analyst say singapore report new case singaporean imported case china raise flood alert second high level opposition vote swing show people look beyond bread butter issue analyst say worker party say reach exist town council handover sengkang grc malaysia pm muhyiddin congratulate singapore pm lee election victory causeway point jurong point rivervale mall add list place visit case infectious singapore optimistic rts link project discussion conclude jul deadline mot singapore vote swing towards opposition party year general election show electorate care bread butter issue political observer tell cna rule people action party pap build campaign manifesto around save life singapore singapore report new infection noon sunday jul include one singaporean say ministry health moh also one import case place stayhome notice upon arrival singapore majority new case work permit china sunday raise flood response alert second high grade downpour continue batter region along yangtze river eastern province jiangsu jiangxi among bad hit state medium report singapore vote swing towards opposition party year general election show electorate care bread butter issue political observer tell cna rule people action party pap build campaign manifesto around save life singapore worker party wp sengkang grc team reach manage agent exist town council facilitate handover team leader ting ru say sunday jul wp leader also say virtual press conference go forward opportunity kuala lumpur malaysian prime minister muhyiddin yassin call congratulate singaporean counterpart mr lee hsien loong people action party victory recent general election statement sunday night jul singapore ministry foreign affair mfa say singapore four new location add list place visit case community infectious period ministry health moh say sunday jul location include shop mall causeway point jurong point rivervale mall well singapore singapore optimistic discussion rapid transit system rts link project conclude deadline end month say ministry transport mot sunday jul response query cna mot say malaysia singapore
2020-07-13,man smuggle airsoft rifle singapore malaysia get jail fine along buyer new case singapore include community man get jail tie exgirlfriend daughter maid threaten blow flat man stop wear mask buy shove one moh officer face get jail people deport bar reentering singapore flout circuit breaker rule singapore say blockchain payment project ready commercial rollout parent scald hot water deadly case abuse get jail time father nus researcher develop new swab address shortage chickenpox pneumococcal jab free eligible singaporean child moh enhances vaccination subsidy commentary artificial intelligence automation would actually benefit singapore commentary worker party win big general election marina bay sand seletar mall add list place visit case infectious singapore man smuggle airsoft rifle singapore malaysia catch woodland checkpoint later lead police buyer buy three airsoft pistol via carousell men sentence jail term fine monday jul smuggler joel lim su singapore singapore report new infection noon monday jul include community five import case ministry health moh say preliminary update community case comprise two singaporean permanent resident nine work pas singapore want intimidate exgirlfriend man break woman flat tie young daughter maid confront former beau another man debt purportedly owe attack exgirlfriend tie mask tape cable tie singapore man stop ministry health moh officer wear mask go buy throw shove officer hurl vulgarity action food deliveryman muhammad adimin kemton sentence monday jul four singapore twelve foreigner deport bar enter singapore catch comply safe distancing measure circuit breaker period among nine men three woman age singapore police force spf singapore singapore develop blockchainbased payment network could enable fast cheap international settlement authority say monday jul add next step commercial rollout final phase yearslong project ubin saw monetary authority singapore couple acquit murder fiveyearold son repeatedly scald hot water monday jul sentence year jail less charge voluntarily cause grievous hurt dangerous mean ridzuan mega abdul rahman give year singapore researcher national university singapore nu develop three swab meet surge demand globally singapore nasopharyngeal swab key element test virus cause often singapore vaccination chickenpox pneumococcal disease free eligible singaporean child november part enhance subsidy nationally recommended vaccination announce ministry health moh monday jul subsidy enhance machine learning digital innovation help singapore business worker increase productivity maintain competitive edge say nu professor kenneth huang make good promise provide alternative voice parliament worker party slick use social medium relatable help attain opposition best ever show singapore say dr gillian koh singapore four new location add list place visit case community infectious period ministry health moh say tuesday jul location include marina bay sand casino two different date well seletar mall
2020-07-14,babysitter trial poison baby say give drug though house man break law carry loan shark harassment get reformative training drive ban singapore report new case community infection singapore gdp expect slightly less grim june reopening take account economist online claim lack action alleged leak water contamination dbss flat untrue hdb psp hazel poa leong mun wai take ncmp seat ntuc central committee offer unanimous support ng chee meng labour chief jurong west secondary student incorrectly diagnose ttsh apologise human error number dengue case far surpass total count moe open application school placement exercise return singaporean jul serial thief admits drug elderly woman polyclinics steal ndp music video feature singaporean join fight theme song perform nathan hartono singapore malaysia target start crossborder travel aug resident business visitor singapore economic recovery slow uneven chan chun sing singapore technical recession gdp shrink precede quarter due commentary singapore thrive world past peak trade regional bloc man singapore fatality contact case jem shop mall admiralty food facility add list place visit case infectious china president xi jinping congratulates pm lee election result side reaffirm bilateral tie company tap loan enterprise singapore last month chee hong tat migrant worker dormitory clear mom singapore babysitter trial poison two baby take stand tuesday jul say drug find baby system home deny feed infant register nurse saadiah jamari contest two count singapore man break law carry loan shark harassment sentence tuesday jul reformative training year chua jun yong also ban drive year release relation traffic offence commit chua plead guilty singapore singapore report new case noon tuesday jul seven infection community ministry health moh say preliminary update among community infection one singaporean six work pas holder also two singapore singapore grim gross domestic product gdp april june period could see slight upward revision fuller data quarter available take account resumption economic activity lifting circuit breaker june economist say singapore untrue authority take action address online claim woman leak water contamination flat say housing development board hdb tuesday jul multiple site inspection carry since woman first report singapore progress singapore party psp member hazel poa leong mun wai take two nonconstituency member parliament ncmp seat offer party announce tuesday jul part fivemember team contest west coast grc along psp singapore national trade union congress ntuc central committee stand unanimous support mr ng chee meng ntuc secretarygeneral say ntuc president mary liew tuesday jul medium statement liew say result general election bring singapore student jurong west secondary school incorrectly diagnose tan tock seng hospital ttsh mislabelled test sample original test undertake laboratory subsequently student admit nuh retested twice find singapore number dengue case singapore year surpass total number case whole data national environment agency tuesday jul show total dengue case report singapore last week make fifth consecutive singapore singaporean child return overseas wish enrol secondary school junior college millennia institute next year apply take wednesday jul say ministry education moe tuesday school placement exercise return singapore serial thief admit drug elderly woman order steal case trick victim polyclinics oh koon shin plead guilty monday jul six charge theft cause woman take stupefy drug several charge singapore year national day parade ndp music video feature everyday singaporean join fight lent hand others inspire singaporean continue part respectively build good strong singapore say chairman singapore singapore malaysia set aug target date start crossborder travel two country resident business traveller country agree implement two scheme reciprocal green lane periodic commuting arrangement say joint singapore singapore economic recovery month ahead challenge journey slow uneven say trade industry minister chan chun sing tuesday jul mr chan comment come official advance estimate show singapore gross domestic product gdp singapore singapore enter technical recession economy contract per cent second quarter previous three month drag weak external demand circuit breaker measure several month restriction workplace closure country turn inward trade take beating coronavirus season grow regionalisation may provide spark keep globalisation go say smu yuan mei singapore man die complication due take singapore total coronavirus death man singaporean history diabetes hypertension hyperlipidaemia ministry health say daily update tuesday jul sg covid singapore two new location add list place visit case community infectious period ministry health moh say tuesday jul new location comprise jem shopping mall food facility admiralty update map singapore china president xi jinping call prime minister lee hsien loong congratulate result recent singapore general election two leader reaffirm bilaterial tie mr lee people action party clinch per cent vote singapore singapore company take loan amount billion scheme overseen enterprise singapore last four month march june seven time amount whole billion loan extend singapore another migrant worker dormitory clear say ministry manpower mom tuesday jul bring total number add worker recover test negative coronavirus monday
2020-07-15,babysitter trial poison infant lie drug find match baby prosecutor woman get vote poll day due human error miscommunication eld company fin illegally import fresh vegetable process food malaysia singapore new home sale jump june showflats reopen circuit breaker german businessman promote overseas child sex tour get jail time child porn singapore report new case include community singapore scientist take major step find new therapy nonalcoholic fatty liver disease resort world sentosa lay staff costcutting move amid pandemic shorter operating hour thomsoneast coast line station preparation stage opening redevelop marina bay float platform water sport centre nsthemed gallery student pleads guilty spit bugis junction mall rail amid dorscon orange sia group passenger carriage plunge june continue impact demand second suspect charge jurong west stab incident circuit breaker pm lee offer condolence flood japan leave dozen dead vote cast overseas taking total voter turnout election apple orchard road bugis tekka centre add list place visit case infectious singapore babysitter trial poison two infant care drug system match find baby court heard wednesday jul saadiah jamari freelance babysitter registered nurse crossexamined prosecutor repeatedly assert singapore miscommunication two election official lead woman able vote polling day election department eld say wednesday jul woman know madam lum tell already vote presiding officer fact use singapore company fin wednesday jul illegally import fresh vegetable process food malaysia november officer singapore food agency sfa detect undeclared underdeclared fresh vegetable singapore sale new private home double june showflats reopen follow almost twomonth long circuit breaker period analyst say indicate firm underlie demand affordable property developer sell unit exclude executive singapore german businessman convict promote commercial sex minor give week jail time wednesday jul possess obscene film police raid uncover obscene film michael frank hartung home contain child pornography pre singapore singapore report new infection noon wednesday jul include case community five import case ministry health moh say preliminary update bring total number case country community singapore singapore scientist take major step towards devise good therapy liver disease create human liver organoids able replicate structural change liver injuries organoids grow stem cell laboratory capture functional singapore resort world sentosa rws one singapore big privatesector employer say wednesday jul lay staff part costcutting measure wake coronavirus pandemic response query cna resort genting singapore singapore operating hour three station thomsoneast coast line tel far shorten preparation opening stage line smrt say wednesday jul jul aug train service woodlands north woodlands south mrt station singapore redeveloped marina bay float platform house various new element include water sport centre swimming pool national servicethemed gallery complete ministry national development mnd ministry defence mindef wednesday jul singapore egg friend feeling bore teenager spat railing fourth floor mall bugis towards diner basement late february singapore enter disease outbreak response system condition dorscon orange level relation singapore singapore airline sia group record per cent yearonyear decline passenger carriage june accord operating result publish wednesday jul overall result improve marginally may despite travel demand continue severely impact singapore second suspect stabbing incident jurong west circuit breaker period charge court wednesday jul teo shou ren give one charge voluntarily cause grievous hurt common intention teo jia wei around singapore prime minister lee hsien loong write japan prime minister shinzo abe wednesday jul offer deep condolence flood landslide japan cause heavy torrential rain leave dozen people dead torrential rain start early month singapore total registered overseas elector turn cast vote overseas polling station general election election department eld say wednesday jul make per cent number registered overseas elector say eld singapore seven new location add list place visit case community infectious period ministry health moh say wednesday jul new location include apple orchard road bugis shop mall tekka centre two
2020-07-16,arrest suspected drug activity raid yishun buangkok sea robbery incident singapore strait double first half talk bank ease borrower back repayment relief measure end apex court dismiss appeal low sentence man prostitute wife sexually assault daughter moe approach case ringfence small scale instead closing school ong ye kung two arrest sell counterfeit bag good online science centre snow city reopen jul election department confirm psp leong mun wai hazel poa elect ncmps singapore report new case include community singapore economic situation remain dire recovery likely slow uneven sdp call independent inquiry error poll day prevent woman vote critically endanger red ruffed lemur twin baby bear singapore zoo former pasir ri senior constituency manager cheat resident committee vicechairman cash get jail ocbc roll singpass login access digital banking service teens viral supermarket juicedrinking stunt plead guilty cause public nuisance amktc corruption case jail term increase former general manager company director appeal singapore real estate investment trust esr sabana propose merge man arrest perform obscene act along hougang street woman arrest suspicion assault taxi driver wooden serve pan resort world sentosa casino mustafa centre tekka centre among place visit case infectious australia pm morrison congratulate singapore pm lee election result company charge fatal workplace accident former factory manager fin wet weather continue rest july low forecast day mss singapore five singaporean age arrest wednesday jul suspected drug activity total ecstasy powder ecstasy tablet fragment ketamine two tablet ice three bottle liquid suspected contain singapore piracy arm robbery incident ship singapore strait double first half compare period last year accord maritime information share centre thursday jul incident region whole also double say regional singapore monetary authority singapore discussion bank insurer financial company ease individual business tap exist relief measure gradually resume repayment avoid cliff singapore man bid get jail term lower prostitute wife sexually assault daughter molest wife niece fail thursday jul apex court dismiss appeal man name due gag order protect victim singapore ministry education moe response case school ringfence student teacher put leave absence small scale instead fully close school say education minister ong ye kung thursday jul singapore two woman arrest suspected involvement sell counterfeit good social medium platform suspect age arrest police conduct raid around ang mo kio street wednesday jul operation singapore science centre singapore group attraction kidsstop snow city reopen stage friday jul attraction close since apr day start singapore circuit breaker stop spread singapore phase singapore election department thursday jul confirm mr leong mun wai hazel poa progress singapore party psp elect nonconstituency member parliament ncmps return officer declare mr leong poa nominate singapore singapore report new infection noon thursday jul include case community ministry health moh say preliminary daily update bring total number case country community case involve two singapore even though growth rate set pick second half singapore economic situation remain dire recovery slow uneven one say monetary authority singapore manage director ravi menon thursday jul recovery singapore singapore democratic party sdp thursday jul call independent inquiry general election conduct woman miss chance vote due error election officer polling day jul presiding officer polling station singapore singapore zoo recently welcome birth twin red ruffed lemurs critically endanger specie whose reproduction know notoriously difficult wildlife reserve singapore say thursday jul first time red ruffled lemur bear singapore senior constituency manager resident committees rcs two zone pasir ri reuse payment voucher one zone claim cash vicechairman zone lie vicechairman pasir ri zone use money pay vendor singapore ocbc customer use singpass log account bank lender say thursday jul come ocbc roll use singpass mobile app jul alternative login access digital bank service bank say singapore two teenager accuse viral stunt one boy drank juice bottle supermarket film pleaded guilty thursday jul court hear quek xuan zhi film coaccused nigel pang yew ming take swig juice bottle singapore jail term former general manager ang mo kio town council amktc company director ply bribe project increase year appeal men prosecution chief justice sundaresh menon thursday jul increase singapore singapore esrreit agree buy sabana shari ah compliant industrial reit deal create country fifthlargest industrial real estate investment trust asset add wave consolidation sector sabana unitholder receive new esrreit singapore singaporean man arrest allegedly perform obscene act public place say police news release thursday jul jul police receive report man allegedly perform obscene act lift lobby singapore singaporean woman arrest suspected involvement case rash act cause hurt elderly taxi driver make police report claim assault police say thursday jul taxi driver lodge report singapore several new location add list place visit case community infectious period ministry health moh say thursday jul new location include resort world sentosa casino three different occasion singapore australian prime minister scott morrison congratulate singaporean counterpart mr lee hsien loong result singapore general election hold jul mr morrison convey wellwishes telephone call mr lee thursday jul accord statement singapore manufacturer metal tin container charge thursday jul workplace accident lead death two employee separate incident six month apart c packaging face two count workplace safety health act fail ensure safety singapore thunderstorm expect second half july meteorological service singapore ms say weather outlook thursday jul period daily temperature forecast range degree celsius degree celsius although
2020-07-17,singapore must prepare second wave infection preventable everyone play part say gan kim yong foreign worker test midaugust say task force traveller enter singapore victoria australia japan hong kong serve stayhome notice dedicate facility lta award jurong region line contract worth million man arrest suspected renovation scam amount man admits set fire singapore flag destroy ignite fire flag hdb block director used car dealership convict understate million income tourism spend billion visitor number singapore plunge stb nu student climb exgirlfriend home strangle get short detention day report order new case singapore community infection construction worker stab roommate call wife get jail antidengue wolbachia mosquito project show promising result cover tampines yishun hdb town july singapore publish new research finding could help development vaccine accurate test paedophile previously jail abuse daughter get jail sexually abuse girlfriend child man illegal online ecigarette business derail hsa fin teen find vaping mrt train issue warning fin hsa scdf rag trial commander get charge lower judge find prosecution prove case original offence signups course sgunited skill programme singapore export jump june reversing may decline reshape way fly singapore see record number woman enter parliament commentary defence bake bread watch reality tv frivolous fad time focus singapore first pandemic election party enough win support online lot one shopper mall westgate sim lim square among place visit case infectious ng ser miang reelect international olympic committee vicepresident singapore singapore must prepare second wave infection must best avoid say minister health gan kim yong friday jul speaking multiministry task force press conference mr gan cite resurgence case place like south singapore foreign worker living dormitory test midaugust multiministry taskforce say friday jul believe bymid august complete work possibly even early say cochair task force lawrence wong singapore traveller enter singapore sunday jul travel history victoria australia japan hong kong within last day include transit passenger serve stayhome notice dedicate facility rather home announced singapore land transport authority lta award four contract jurong region line jrl worth million total news release friday jul lta say contract cover construction three jrl station associate viaducts provision singapore man arrest thursday jul suspected involvement series renovation scam police say receive multiple report december july victim allegedly cheat man man approach home singapore heavily intoxicate man saw singapore flag hung outside block day national day last year decide set fire flag destroy remnant burnt material drop low floor set alight seven flag elson ong yong liang singapore director use car dealership convict understate million company income inland revenue authority singapore ira say friday jul low soon leong give penalty two time tax undercharge serve jail singapore tourism receipt singapore fell percent yearonyear billion first quarter singapore tourism board stb say friday jul decline come amid pandemic lead country around world impose tight border control singapore national university singapore nus student strangle exgirlfriend decline revive relationship sentence friday jul communitybased sentence yin zi qin give short detention order day day report order five singapore singapore report new case noon friday jul nine infection community ministry health moh say preliminary update bring total number case country among new community case singapore construction worker talk loudly wife phone try allay concern choose remain singapore despite outbreak irk dormitory roommate pick knife stab act china national zhang chijun singapore project combat dengue release specially breed mosquito widen cover yishun tampines hdb town july encompass per cent hdb block singapore national environment agency nea say news release friday jul phase singapore researcher singapore discover specific site novel coronavirus trigger body produce antibody prevent infection national centre infectious disease ncid star singapore immunology network sign say singapore paedophile previously jail sexually abuse fouryearold daughter reoffended within two year release force girlfriend eightyearold daughter nineyearold son simulate sexual intercourse gain trust mother singapore carry illicit online business sell electronic cigarette related accessory man invest operate year eight month health science authority hsa catch setup max sim jia liang fin singapore health science authority hsa say friday jul take enforcement action three teenager use electronic vaporiser mrt train two age issue conditional warning require complete community singapore rota commander deputy whose men engage fatal ragging incident lead national serviceman drown pump well charge lower friday jul trial judge find prosecution prove case original offence rota singapore sgunited skill programme see signups across course launch far announced minister education ong ye kung friday jul programme offer fulltime training course six month sector ict manufacturing singapore singapore nonoil domestic export nodx grow per cent june year ago bolster shipment pharmaceutical specialise machinery electronics jump reversal may revise per cent decline high per cent increase forecast mandatory swab test empty middle seat limited inflight meal fly could look different air travel rebound programme insight find singapore record number woman lawmaker enter singapore parliament general election milestone incoming female parliamentarian say add diversity balance policymaking seat elected member parliament mp per keep tik tok trend stalk reality tv couple instagram dreariness living pandemic create newfound appreciation mindless pleasure singapore political party campaign general election firsttime voter mr yap zheng yi often find sift variety offering social medium election hold amid pandemic physical rally mass gathering ban singapore several new location add list place visit case community infectious period ministry health moh say friday jul location include resort world sentosa casino sim lim square several shopping mall singapore singapore ng ser miang reelect vicepresident international olympic committee ioc medium release friday jul singapore national olympic council snoc say mr ng reelect ioc session day
